timestamp,participantID,ID,expOrder,trialNumber,perimeter,surfaceArea,event,lv,lx,ly,lpv,lps,rv,rx,ry,rpv,rps
266.954,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.281894048055013,0.04257771372795105,1,3.4308624267578125,1,-0.2943489286634657,0.09516805410385132,1,3.316925048828125
283.634,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2798975308736165,0.04116553068161011,1,3.4051971435546875,1,-0.285027715894911,0.08561953902244568,1,3.2773590087890625
300.315,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2818526162041558,0.03798997402191162,1,3.4105072021484375,1,-0.28839111328125,0.10446703433990479,1,3.246978759765625
316.996,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2804316414727105,0.03530067205429077,1,3.3644866943359375,1,-0.29108407762315536,0.08873409032821655,1,3.2286529541015625
333.665,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2797966003417969,0.035577476024627686,1,3.33740234375,1,-0.2866225242614746,0.0938100814819336,1,3.2025909423828125
350.333,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2763272391425239,0.035128653049468994,1,3.315765380859375,1,-0.28991572062174475,0.0984344482421875,1,3.18548583984375
367.003,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.28299257490370006,0.042680323123931885,1,3.2409515380859375,1,-0.28691524929470485,0.08946061134338379,1,3.1425323486328125
383.672,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2810339397854275,0.04334598779678345,1,3.2261962890625,1,-0.28190072377522785,0.09959596395492554,1,3.09808349609375
400.34,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.26762941148546004,0.015652596950531006,1,3.260040283203125,1,-0.2714133792453342,0.08871158957481384,1,3.07086181640625
417.009,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.2700978914896647,0.039086878299713135,1,3.19036865234375,1,-0.28333245383368594,0.07917416095733643,1,3.0711517333984375
433.679,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.27924134996202254,0.04347667098045349,1,3.1494598388671875,1,-0.2827635871039496,0.10341697931289673,1,3.00164794921875
450.347,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,-0.14890691969129774,0.10786232352256775,1,3.1065521240234375,1,-0.12816725836859807,0.1660117208957672,1,3.007354736328125
467.018,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.0006472269694010416,0.15130802989006042,1,3.055267333984375,1,0.022332191467285156,0.19139882922172546,1,3.0009765625
483.69,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.1618633270263672,0.18777567148208618,1,3.02044677734375,1,0.1979223887125651,0.1804162561893463,1,2.9585113525390625
500.362,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.21856456332736543,0.1825776994228363,1,2.9957733154296875,1,0.23619439866807723,0.1993921995162964,1,2.93048095703125
517.032,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.24452813466389972,0.17701834440231323,1,3.0074615478515625,1,0.2603740692138672,0.1826164722442627,1,2.959381103515625
533.701,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.24533685048421222,0.17421147227287292,1,2.981475830078125,1,0.25490135616726345,0.19575613737106323,1,2.899139404296875
550.367,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.2329692840576172,0.17663896083831787,1,2.9680328369140625,1,0.2568376329210069,0.19144630432128906,1,2.8931884765625
567.017,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.2499863306681315,0.1805013120174408,1,2.95733642578125,1,0.2621622085571289,0.19525831937789917,1,2.8716583251953125
583.665,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.23646979861789277,0.18495586514472961,1,2.9402923583984375,1,0.26313675774468315,0.18833115696907043,1,2.8596649169921875
600.315,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.23903603023952907,0.17999744415283203,1,2.91558837890625,1,0.25536537170410156,0.1928902268409729,1,2.8408660888671875
616.982,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.24385155571831596,0.17966490983963013,1,2.9196014404296875,1,0.2588544421725803,0.18029069900512695,1,2.85443115234375
633.649,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.23613844977484807,0.18471282720565796,1,2.8788909912109375,1,0.2567416297064887,0.1785075068473816,1,2.8315887451171875
650.315,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",startRecording,1,0.24504915873209634,0.18162935972213745,1,2.869781494140625,1,0.2590370178222656,0.1761745810508728,1,2.8316497802734375
666.976,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",curtain_up,1,0.24738481309678817,0.19554007053375244,1,2.8418426513671875,1,0.2604174084133572,0.18274390697479248,1,2.8029022216796875
683.637,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",curtain_up,1,0.2399762471516927,0.189785897731781,1,2.8108978271484375,1,0.26700041029188365,0.183720201253891,1,2.7759246826171875
700.298,117,12,2,1,"{'TopLeft': 0.4633392771923114, 'TopRight': 0.4264571013056895, 'BottomLeft': 0.4873795443493595, 'BottomRight': 0.5483019873930293}","{'TopLeft': 0.01414870547364006, 'TopRight': 0.01251583026759235, 'BottomLeft': 0.01634720688012062, 'BottomRight': 0.020689433707652655}",curtain_up,1,0.24802907307942706,0.18450891971588135,1,2.807830810546875,1,0.2551393508911133,0.19349417090415955,1,2.744415283203125
