timestamp,ID,expOrder,trialNumber,event,lv,lx,ly,lpv,lps,rv,rx,ry,rpv,rps
-1.966,4,1,1,stimulusMovement,1,-0.08659511142306857,0.07477059960365295,1,2.8242950439453125,1,0.1543296178181966,0.05909496545791626,1,2.5076904296875
14.697,4,1,1,stimulusMovement,1,-0.08438407050238715,0.09279012680053711,1,2.7974700927734375,1,0.14642545912000868,0.05829465389251709,1,2.5193634033203125
31.36,4,1,1,stimulusMovement,1,-0.095603519015842,0.08093219995498657,1,2.8252105712890625,1,0.15292188856336805,0.05591088533401489,1,2.514678955078125
48.024,4,1,1,stimulusMovement,1,-0.08542760213216145,0.08512327075004578,1,2.7922210693359375,1,0.16130426194932726,0.06081405282020569,1,2.4828948974609375
64.689,4,1,1,stimulusMovement,1,-0.08460776011149088,0.09510275721549988,1,2.7937469482421875,1,0.14500003390842012,0.06024879217147827,1,2.4597930908203125
81.356,4,1,1,stimulusMovement,1,-0.08595217598809136,0.08934426307678223,1,2.77435302734375,1,0.15771177079942492,0.060384541749954224,1,2.505828857421875
98.022,4,1,1,stimulusMovement,1,-0.06868404812282985,0.08966457843780518,1,2.750244140625,1,0.1492901908026801,0.0597359836101532,1,2.470458984375
114.687,4,1,1,stimulusMovement,1,-0.08319420284695095,0.10550874471664429,1,2.727935791015625,1,0.1501555972629123,0.06970658898353577,1,2.46502685546875
131.354,4,1,1,stimulusMovement,1,-0.0767171647813585,0.08048966526985168,1,2.7670135498046875,1,0.13858668009440103,0.06710004806518555,1,2.4613037109375
148.02,4,1,1,stimulusMovement,1,-0.07622612847222222,0.09582346677780151,1,2.728729248046875,1,0.14399115244547525,0.04616659879684448,1,2.4659576416015625
164.686,4,1,1,stimulusMovement,1,-0.0758810043334961,0.09112504124641418,1,2.7594146728515625,1,0.14513439602322048,0.056153178215026855,1,2.4315948486328125
181.352,4,1,1,stimulusMovement,1,-0.0811618169148763,0.09920895099639893,1,2.6883392333984375,1,0.1440464655558268,0.0507718026638031,1,2.450775146484375
198.022,4,1,1,stimulusMovement,1,-0.07561816109551324,0.11416515707969666,1,2.681243896484375,1,0.145682864718967,0.058898329734802246,1,2.4759979248046875
214.691,4,1,1,stimulusMovement,1,-0.08590189615885416,0.09972599148750305,1,2.6879730224609375,1,0.140139897664388,0.044090986251831055,1,2.4566497802734375
231.361,4,1,1,stimulusMovement,1,-0.08117845323350693,0.09848624467849731,1,2.7092742919921875,1,0.14650514390733507,0.062109678983688354,1,2.4109344482421875
248.028,4,1,1,stimulusMovement,1,-0.0852201779683431,0.08215349912643433,1,2.72650146484375,1,0.13540575239393446,0.06619280576705933,1,2.4036865234375
264.694,4,1,1,stimulusMovement,1,-0.08012750413682725,0.09206870198249817,1,2.66937255859375,1,0.1410928302341037,0.06612426042556763,1,2.4209747314453125
281.361,4,1,1,stimulusMovement,1,-0.09164661831325954,0.0932995080947876,1,2.673492431640625,1,0.1367577446831597,0.06086701154708862,1,2.45294189453125
298.034,4,1,1,stimulusMovement,1,-0.09067853291829427,0.05730074644088745,1,2.73736572265625,1,0.12426577674018012,0.07491558790206909,1,2.3968505859375
314.708,4,1,1,stimulusMovement,1,-0.08205768797132704,0.06383901834487915,1,2.7490997314453125,1,0.13786294725206164,0.07224947214126587,1,2.40838623046875
331.383,4,1,1,stimulusMovement,1,-0.1777899530198839,0.04764527082443237,1,2.722900390625,1,0.06324354807535806,0.04043033719062805,1,2.4073028564453125
