timestamp,ID,expOrder,trialNumber,event,lv,lx,ly,lpv,lps,rv,rx,ry,rpv,rps
5.047,9,1,1,stimulusMovement,1,-0.032444794972737626,-0.005159258842468262,1,3.3907470703125,1,0.28025542365180117,0.08582276105880737,1,3.3571624755859375
21.691,9,1,1,stimulusMovement,1,-0.0716409683227539,-0.004210472106933594,1,3.41461181640625,1,0.22406397925482854,-0.001107335090637207,1,3.4163360595703125
38.33,9,1,1,stimulusMovement,1,-0.06564124425252278,-0.03247880935668945,1,3.4708251953125,1,0.23219193352593315,0.04211479425430298,1,3.3850250244140625
54.982,9,1,1,stimulusMovement,1,-0.047169791327582464,-0.0513572096824646,1,3.532989501953125,1,0.2445217768351237,0.03008994460105896,1,3.3450164794921875
71.644,9,1,1,stimulusMovement,1,-0.08268515268961588,-0.028816282749176025,1,3.46356201171875,1,0.2631615532769097,0.00025340914726257324,1,3.467254638671875
88.304,9,1,1,stimulusMovement,1,-0.0658461782667372,-0.02889496088027954,1,3.4466400146484375,1,0.23095883263481987,-0.018751859664916992,1,3.5115814208984375
104.966,9,1,1,stimulusMovement,0,nan,nan,0,nan,1,0.21477317810058594,0.020755887031555176,1,3.3177947998046875
121.628,9,1,1,stimulusMovement,1,-0.0937201182047526,0.01283574104309082,1,3.40869140625,1,0.21196556091308594,0.06622928380966187,1,3.2491302490234375
138.288,9,1,1,stimulusMovement,1,-0.0573173099093967,0.00881245732307434,1,3.3939666748046875,1,0.19149557749430338,0.038394421339035034,1,3.3359527587890625
154.95,9,1,1,stimulusMovement,0,nan,nan,0,nan,1,0.20972018771701387,0.04134559631347656,1,3.3414459228515625
171.612,9,1,1,stimulusMovement,1,-0.08828088972303602,0.013071954250335693,1,3.3522186279296875,1,0.21092658572726777,0.030851006507873535,1,3.3471221923828125
188.285,9,1,1,stimulusMovement,1,-0.06936968697441949,0.014585733413696289,1,3.3731842041015625,0,nan,nan,0,nan
204.98,9,1,1,stimulusMovement,1,-0.04961914486355251,0.04894420504570007,1,3.27435302734375,1,0.2157727347479926,0.03484216332435608,1,3.3307952880859375
221.679,9,1,1,stimulusMovement,1,-0.19428412119547525,-0.0071160197257995605,1,3.3318328857421875,1,0.09569337632921006,0.04032337665557861,1,3.2922210693359375
238.365,9,1,1,stimulusMovement,1,-0.1639690399169922,0.019565731287002563,1,3.283111572265625,1,0.0704772737291124,0.031342148780822754,1,3.245269775390625
255.032,9,1,1,stimulusMovement,1,-0.15918636322021484,0.013984709978103638,1,3.291473388671875,0,nan,nan,0,nan
271.699,9,1,1,stimulusMovement,1,-0.15498230192396376,0.025771915912628174,1,3.2627105712890625,1,0.09545866648356119,0.0672006905078888,1,3.1449432373046875
288.36,9,1,1,stimulusMovement,1,-0.17019663916693792,-0.014660477638244629,1,3.4132080078125,1,0.10322274102105033,0.07101210951805115,1,3.2297210693359375
305.016,9,1,1,stimulusMovement,1,-0.08750385708279079,-0.03556394577026367,1,3.5087890625,0,nan,nan,0,nan
321.67,9,1,1,stimulusMovement,1,-0.16030189726087782,0.01777857542037964,1,3.2970733642578125,0,nan,nan,0,nan
338.327,9,1,1,stimulusMovement,1,-0.16817982991536456,0.04026079177856445,1,3.2628936767578125,1,0.10966173807779947,0.02482244372367859,1,3.281585693359375
354.992,9,1,1,stimulusMovement,1,-0.1230624516805013,0.013892412185668945,1,3.3554840087890625,1,0.25548871358235675,0.06550538539886475,1,3.217987060546875
371.657,9,1,1,stimulusMovement,1,-0.06333669026692708,-0.011950433254241943,1,3.35833740234375,1,0.2584480709499783,0.04466891288757324,1,3.24578857421875
388.329,9,1,1,stimulusMovement,1,0.06298658582899305,0.10299623012542725,1,3.3690338134765625,1,0.35386000739203555,0.22042232751846313,1,3.141693115234375
405.016,9,1,1,stimulusMovement,1,0.041941960652669266,0.14053186774253845,1,3.173919677734375,1,0.34977128770616317,0.1975933313369751,1,3.159210205078125
421.703,9,1,1,stimulusMovement,1,-0.0025081104702419704,0.16485941410064697,1,3.185760498046875,1,0.37300660875108504,0.17841851711273193,1,3.218963623046875
438.385,9,1,1,stimulusMovement,1,-0.012855953640407985,0.16547539830207825,1,3.1511993408203125,1,0.3553959528605143,0.20549869537353516,1,3.0659942626953125
455.053,9,1,1,stimulusMovement,1,-0.01429144541422526,0.13208729028701782,1,3.2780609130859375,1,0.34217198689778644,0.20235824584960938,1,3.0816802978515625
471.72,9,1,1,stimulusMovement,1,0.0019236670600043403,0.17463305592536926,1,3.1986236572265625,1,0.37158563401963973,0.1671687662601471,1,3.225830078125
488.382,9,1,1,stimulusMovement,1,0.025637202792697482,0.2107330560684204,1,3.0841064453125,1,0.39291996426052517,0.16767647862434387,1,3.201019287109375
505.036,9,1,1,stimulusMovement,1,0.03575558132595486,0.17375439405441284,1,3.221282958984375,1,0.36917294396294487,0.16836702823638916,1,3.112640380859375
521.69,9,1,1,stimulusMovement,1,0.13124444749620226,0.19162800908088684,1,3.202117919921875,1,0.3755001491970486,0.17389416694641113,1,3.172088623046875
538.348,9,1,1,stimulusMovement,1,0.16527875264485675,0.18736106157302856,1,3.151123046875,1,0.38406605190700954,0.1917504072189331,1,3.150177001953125
555.015,9,1,1,stimulusMovement,1,0.1319075690375434,0.13530945777893066,1,3.26812744140625,1,0.39002079433865017,0.15773922204971313,1,3.1712646484375
571.681,9,1,1,stimulusMovement,1,0.24237166510687932,0.22204625606536865,1,3.202850341796875,1,0.5119514465332031,0.2607978284358978,1,3.1709747314453125
588.346,9,1,1,stimulusMovement,1,0.25170421600341797,0.26737450063228607,1,3.2025146484375,1,0.5058782365587022,0.30248408019542694,1,3.198577880859375
605.013,9,1,1,stimulusMovement,1,0.26894113752577037,0.26132868230342865,1,3.263458251953125,1,0.4975406858656141,0.31763264536857605,1,3.1795806884765625
621.681,9,1,1,stimulusMovement,1,0.30332713656955296,0.25336161255836487,1,3.2518463134765625,1,0.5218906402587891,0.2969619482755661,1,3.1808013916015625
638.348,9,1,1,stimulusMovement,1,0.30796655019124347,0.2955552637577057,1,3.177886962890625,1,0.5512970818413628,0.2857478857040405,1,3.188568115234375
655.014,9,1,1,stimulusMovement,1,0.3002998563978407,0.2298496663570404,1,3.34039306640625,1,0.5180028279622395,0.3008299469947815,1,3.2193756103515625
671.681,9,1,1,stimulusMovement,1,0.3147869110107422,0.26470696926116943,1,3.252532958984375,1,0.5780306922064887,0.2798740267753601,1,3.1929473876953125
688.344,9,1,1,stimulusMovement,1,0.34013324313693577,0.27631065249443054,1,3.238189697265625,1,0.554607179429796,0.2963345795869827,1,3.176544189453125
705.007,9,1,1,stimulusMovement,1,0.353077040778266,0.28169216215610504,1,3.276702880859375,1,0.5685899522569444,0.32286663353443146,1,3.169158935546875
721.67,9,1,1,stimulusMovement,1,0.34457068973117405,0.29804134368896484,1,3.2067413330078125,1,0.5930510626898872,0.3168281763792038,1,3.1588592529296875
738.333,9,1,1,stimulusMovement,1,0.35596656799316406,0.26832902431488037,1,3.263824462890625,1,0.5902595520019531,0.2791766971349716,1,3.2616119384765625
755.0,9,1,1,stimulusMovement,1,0.37937630547417533,0.26437079906463623,1,3.310302734375,1,0.6146789126925998,0.3213682472705841,1,3.1586151123046875
771.666,9,1,1,stimulusMovement,1,0.388919194539388,0.28925472497940063,1,3.253875732421875,1,0.6401898066202799,0.30926287174224854,1,3.154083251953125
788.333,9,1,1,stimulusMovement,1,0.4168667263454861,0.3032710701227188,1,3.2802734375,1,0.6109252505832248,0.3149470239877701,1,3.1963043212890625
805.007,9,1,1,stimulusMovement,1,0.3889964421590169,0.3114549070596695,1,3.273193359375,1,0.648832533094618,0.3214006572961807,1,3.1693878173828125
821.681,9,1,1,stimulusMovement,1,0.41818300882975257,0.25459346175193787,1,3.3579254150390625,1,0.650159200032552,0.2801551967859268,1,3.2181243896484375
838.352,9,1,1,stimulusMovement,1,0.4676780700683594,0.295389860868454,1,3.258636474609375,1,0.7032847934299045,0.28316524624824524,1,3.3299407958984375
855.019,9,1,1,stimulusMovement,1,0.554963641696506,0.3726213574409485,1,3.2989044189453125,1,0.8144768608940972,0.39703284204006195,1,3.157470703125
871.686,9,1,1,stimulusMovement,1,0.5687806871202257,0.3414762616157532,1,3.3551025390625,1,0.8148158391316731,0.3669756054878235,1,3.289093017578125
888.351,9,1,1,stimulusMovement,1,0.5637387169731988,0.36207015812397003,1,3.3399200439453125,1,0.8247730467054578,0.3724474310874939,1,3.263336181640625
905.019,9,1,1,stimulusMovement,1,0.5614524417453342,0.3421201705932617,1,3.3708953857421875,1,0.8165181477864583,0.36361947655677795,1,3.314727783203125
921.688,9,1,1,stimulusMovement,1,0.5832701789008247,0.36914077401161194,1,3.3486785888671875,1,0.8104654947916666,0.417547270655632,1,3.2010498046875
938.355,9,1,1,stimulusMovement,1,0.5656847423977321,0.3353928029537201,1,3.4443359375,1,0.8151475058661566,0.3649369031190872,1,3.2635650634765625
955.024,9,1,1,stimulusMovement,1,0.5937905841403537,0.3905240148305893,1,3.3649444580078125,1,0.8221456739637586,0.35060451924800873,1,3.3199462890625
971.691,9,1,1,stimulusMovement,1,0.5890977647569444,0.3495137691497803,1,3.45355224609375,1,0.8294183943006727,0.3912685811519623,1,3.27471923828125
988.359,9,1,1,stimulusMovement,1,0.6064078013102213,0.354354128241539,1,3.456512451171875,1,0.8444706598917643,0.36557282507419586,1,3.38519287109375
1005.026,9,1,1,stimulusMovement,1,0.5945892333984375,0.36523252725601196,1,3.4461517333984375,1,0.8480836020575628,0.35250328481197357,1,3.36590576171875
1021.693,9,1,1,stimulusMovement,1,0.5928217569986979,0.34713225066661835,1,3.4677581787109375,1,0.8386484781901041,0.37548115849494934,1,3.4005584716796875
1038.359,9,1,1,stimulusMovement,1,0.6075672573513454,0.3356427550315857,1,3.474578857421875,1,0.8542139265272352,0.40524815022945404,1,3.305694580078125
1055.026,9,1,1,stimulusMovement,1,0.6115271250406901,0.38115520775318146,1,3.4755096435546875,1,0.8480734295315212,0.39345424622297287,1,3.3770751953125
1071.693,9,1,1,stimulusMovement,1,0.6199133131239148,0.34577494859695435,1,3.4613189697265625,1,0.8586073981391058,0.36899009346961975,1,3.3602752685546875
1088.357,9,1,1,stimulusMovement,1,0.6152186923556857,0.3435804843902588,1,3.5112152099609375,1,0.8624142540825738,0.3764750212430954,1,3.40576171875
1105.024,9,1,1,stimulusMovement,1,0.6314762963189019,0.36949606239795685,1,3.4445953369140625,1,0.8784835603502061,0.3971823453903198,1,3.31658935546875
1121.69,9,1,1,stimulusMovement,1,0.6141064961751301,0.3494283854961395,1,3.4462432861328125,1,0.8698254691229925,0.32110825181007385,1,3.50640869140625
1138.356,9,1,1,stimulusMovement,1,0.6318961249457465,0.37741100043058395,1,3.507415771484375,1,0.8657001919216579,0.37045200169086456,1,3.3914031982421875
1155.022,9,1,1,stimulusMovement,1,0.6306730906168619,0.34840071201324463,1,3.5348663330078125,1,0.841809696621365,0.35912710428237915,1,3.455047607421875
1171.689,9,1,1,stimulusMovement,1,0.6283719804551866,0.33358973264694214,1,3.52813720703125,1,0.8241117265489366,0.37733757495880127,1,3.3246307373046875
1188.354,9,1,1,stimulusMovement,1,0.6049034330579969,0.3562726676464081,1,3.5513763427734375,1,0.8690932591756184,0.3858674317598343,1,3.393463134765625
1205.02,9,1,1,stimulusMovement,1,0.607429716322157,0.32138940691947937,1,3.5768280029296875,1,0.8661410013834635,0.3659861534833908,1,3.3795013427734375
1221.686,9,1,1,stimulusMovement,1,0.6096373664008247,0.3661275804042816,1,3.536865234375,1,0.8646956549750433,0.406554251909256,1,3.375946044921875
1238.352,9,1,1,stimulusMovement,1,0.6082608964708116,0.35174891352653503,1,3.5055694580078125,1,0.8616831037733289,0.3755732923746109,1,3.3932342529296875
1255.018,9,1,1,stimulusMovement,1,0.6108378304375542,0.365953654050827,1,3.4990234375,1,0.8584649827745225,0.39844590425491333,1,3.4257354736328125
1271.685,9,1,1,stimulusMovement,1,0.5951266818576388,0.33155788481235504,1,3.5569000244140625,1,0.8568759494357638,0.3804309740662575,1,3.37921142578125
1288.35,9,1,1,stimulusMovement,1,0.6071879069010416,0.35112617909908295,1,3.539886474609375,1,0.8711843490600586,0.4181825816631317,1,3.4054718017578125
1305.017,9,1,1,stimulusMovement,1,0.6001529693603516,0.3859783560037613,1,3.5529632568359375,1,0.8445534176296657,0.38167285919189453,1,3.45751953125
1321.684,9,1,1,stimulusMovement,1,0.6341661877102321,0.38494542241096497,1,3.539031982421875,1,0.8757067786322699,0.3968326523900032,1,3.433349609375
1338.35,9,1,1,stimulusMovement,1,0.613374286227756,0.37155067920684814,1,3.545623779296875,1,0.8832651774088541,0.3846319615840912,1,3.445892333984375
1355.017,9,1,1,stimulusMovement,1,0.6025890774197048,0.34094318747520447,1,3.58721923828125,1,0.8656867345174153,0.38705310225486755,1,3.4224700927734375
1371.684,9,1,1,stimulusMovement,1,0.5855479770236545,0.3479021489620209,1,3.597381591796875,1,0.8689212799072266,0.38085585832595825,1,3.5045928955078125
1388.35,9,1,1,stimulusMovement,1,0.5947318606906467,0.34795548021793365,1,3.64410400390625,1,0.864137225680881,0.3841015249490738,1,3.459014892578125
1405.016,9,1,1,stimulusMovement,1,0.6126972834269205,0.3474264144897461,1,3.6059417724609375,1,0.8652623494466145,0.3767218291759491,1,3.4666290283203125
1421.683,9,1,1,stimulusMovement,1,0.622209866841634,0.37171897292137146,1,3.5853424072265625,1,0.8824344211154513,0.3588153123855591,1,3.4801483154296875
1438.349,9,1,1,stimulusMovement,1,0.6260746849907769,0.4157366007566452,1,3.530059814453125,1,0.8733926349216037,0.4009452313184738,1,3.4623565673828125
1455.016,9,1,1,stimulusMovement,1,0.6127304501003689,0.38714782893657684,1,3.5850067138671875,1,0.8697603013780382,0.40182341635227203,1,3.4651947021484375
1471.683,9,1,1,stimulusMovement,1,0.6393532223171657,0.4151910990476608,1,3.5585784912109375,1,0.8624593946668836,0.4038739576935768,1,3.4907989501953125
1488.349,9,1,1,stimulusMovement,1,0.6342888938056098,0.38572801649570465,1,3.5982818603515625,1,0.8609256744384766,0.39969636499881744,1,3.491180419921875
1505.015,9,1,1,stimulusMovement,1,0.6290669971042209,0.39242035150527954,1,3.552001953125,1,0.861641142103407,0.42548733204603195,1,3.4434356689453125
1521.682,9,1,1,stimulusMovement,0,nan,nan,0,nan,1,0.8646987279256184,0.4056929051876068,1,3.4764404296875
1538.348,9,1,1,stimulusMovement,1,0.6093901528252496,0.3928970545530319,1,3.5762939453125,1,0.8697415457831488,0.40890856087207794,1,3.510162353515625
1555.015,9,1,1,stimulusMovement,1,0.60654173956977,0.43118125200271606,1,3.5682373046875,1,0.8548177083333333,0.4057992547750473,1,3.5188140869140625
1571.683,9,1,1,stimulusMovement,1,0.6075668334960938,0.39427414536476135,1,3.645751953125,1,0.8699285719129773,0.40306617319583893,1,3.4985809326171875
1588.349,9,1,1,stimulusMovement,1,0.6139994727240669,0.3961974009871483,1,3.618255615234375,1,0.8521154191758897,0.43796441704034805,1,3.4240264892578125
1605.016,9,1,1,stimulusMovement,1,0.6105189853244357,0.39197973906993866,1,3.6104278564453125,1,0.850017335679796,0.412850059568882,1,3.493743896484375
1621.683,9,1,1,stimulusMovement,1,0.5947443644205729,0.3854273706674576,1,3.6270751953125,1,0.8479066424899631,0.4345870316028595,1,3.4831085205078125
1638.349,9,1,1,stimulusMovement,1,0.5875517527262369,0.3707031011581421,1,3.6080322265625,1,0.8521200815836588,0.4093230217695236,1,3.4710540771484375
1655.016,9,1,1,stimulusMovement,1,0.5943158467610676,0.37664565443992615,1,3.58746337890625,1,0.8573835160997179,0.3960323929786682,1,3.49560546875
1671.683,9,1,1,stimulusMovement,1,0.5988570319281684,0.3847418576478958,1,3.5875244140625,1,0.8533638848198785,0.4064549654722214,1,3.55316162109375
1688.349,9,1,1,stimulusMovement,1,0.6029417249891492,0.3825277090072632,1,3.5746002197265625,1,0.8582189348008897,0.4023764356970787,1,3.515411376953125
1705.016,9,1,1,stimulusMovement,1,0.6075233883327907,0.3752737492322922,1,3.6310882568359375,1,0.8430105845133463,0.40304210782051086,1,3.5029144287109375
1721.683,9,1,1,stimulusMovement,1,0.6206099192301432,0.37005043029785156,1,3.6168212890625,1,0.8422420289781358,0.41075053811073303,1,3.4846649169921875
1738.349,9,1,1,stimulusMovement,1,0.6096138424343532,0.368745356798172,1,3.6171417236328125,1,0.8591158125135633,0.3943154513835907,1,3.5950927734375
1755.017,9,1,1,stimulusMovement,1,0.6108966403537326,0.3703966438770294,1,3.6252593994140625,1,0.8479616377088758,0.4150305241346359,1,3.513153076171875
1771.683,9,1,1,stimulusMovement,1,0.6145822736952039,0.38507603108882904,1,3.6014556884765625,1,0.8295523325602213,0.41785307228565216,1,3.53155517578125
1788.349,9,1,1,stimulusMovement,1,0.628813001844618,0.3939692750573158,1,3.630767822265625,1,0.8565900590684679,0.3984452486038208,1,3.5410614013671875
1805.016,9,1,1,stimulusMovement,1,0.575460327996148,0.37290623784065247,1,3.707733154296875,1,0.8375176323784722,0.4119797497987747,1,3.5217742919921875
1821.684,9,1,1,stimulusMovement,1,0.5931597815619575,0.3732187747955322,1,3.6809539794921875,1,0.8469755384657117,0.39165598154067993,1,3.5474853515625
1838.35,9,1,1,stimulusMovement,1,0.6100690629747179,0.3729626536369324,1,3.62359619140625,1,0.8555271360609266,0.39060862362384796,1,3.56524658203125
