"participantid","ppt_included","block","trialnumber_withinblock","shape","location_deviant","deviant_type","orientation","validtrial","sumvalidtrials_overall","proponscreen_shapes_on_1","proponscreen_shapes_on_2","shape_w_duck_car","gaze_topright_2","gaze_bottomleft_3","gaze_bottomright_4","gaze_centre","gaze_onscreen_elsewhere","gaze_nogaze","gaze_topleft_1","gaze_offscreen","total_dwell_shapes","total_dwell_deviant","prop_look_dev"
128,1,3,6,"isosceles_triangle",2,2,5,1,16,0.732758620689655,0.75,"isosceles_triangle",0,40,40,26,8,61,61,0,141,0,0
128,1,4,1,"pentagon",1,1,355,0,16,0.747899159663866,0.808333333333333,"pentagon",32,0,59,9,36,53,50,0,141,50,0.354609929078014
128,1,4,2,"square",3,1,325,1,16,0.756302521008403,0.841666666666667,"square",0,35,50,27,16,48,63,0,148,35,0.236486486486486
128,1,4,3,"object",3,1,355,1,16,0.890756302521008,0.741666666666667,"car",29,68,0,2,21,44,75,0,172,68,0.395348837209302
128,1,4,4,"equilateral_triangle",4,1,325,1,16,0.907563025210084,0.716666666666667,"equilateral_triangle",27,0,63,17,13,45,74,0,164,63,0.384146341463415
128,1,4,5,"rhombus",1,1,355,0,16,0.134453781512605,0.791666666666667,"rhombus",0,49,0,0,14,108,48,20,97,48,0.494845360824742
128,1,4,6,"isosceles_triangle",3,1,325,1,16,0.705882352941177,0.683333333333333,"isosceles_triangle",0,112,0,13,25,50,16,23,128,112,0.875
129,0,1,1,"pentagon",2,2,325,1,4,0.571428571428571,0.941666666666667,"pentagon",9,35,1,1,84,18,51,40,96,9,0.09375
129,0,1,2,"square",4,2,355,0,4,0.579831932773109,0.3,"square",0,58,7,0,40,12,0,122,65,7,0.107692307692308
129,0,1,3,"object",4,2,325,1,4,1,0.95,"duck",0,30,60,1,84,6,58,0,148,60,0.405405405405405
129,0,1,4,"equilateral_triangle",1,2,355,0,4,0.773109243697479,0.258333333333333,"equilateral_triangle",0,1,21,21,45,18,35,98,57,35,0.614035087719298
129,0,1,5,"rhombus",2,2,325,1,4,0.915966386554622,0.702479338842975,"rhombus",0,54,8,2,78,10,52,36,114,0,0
129,0,1,6,"isosceles_triangle",4,2,355,0,4,0.529411764705882,0.35,"isosceles_triangle",0,0,23,1,81,32,0,102,23,23,1
129,0,2,1,"pentagon",3,1,5,0,4,0.764705882352941,0,"pentagon",1,0,5,0,64,125,21,23,27,0,0
129,0,2,2,"square",1,1,25,0,4,0.382608695652174,0,"square",0,1,0,2,32,150,9,42,10,9,0.9
129,0,2,3,"object",0,1,5,0,4,0.957983193277311,0.983333333333333,"car",15,0,70,0,94,7,53,0,138,NA,NA
129,0,2,4,"equilateral_triangle",2,1,25,0,4,0.638655462184874,0.283333333333333,"equilateral_triangle",0,0,73,0,37,21,0,108,73,0,0
129,0,2,5,"rhombus",3,1,5,0,4,0.271186440677966,0.10655737704918,"rhombus",0,0,12,0,33,148,0,47,12,0,0
129,0,2,6,"isosceles_triangle",1,1,25,0,4,0.932773109243697,0.175,"isosceles_triangle",0,0,9,1,82,4,40,103,49,40,0.816326530612245
129,0,3,1,"pentagon",4,2,25,0,4,0.442176870748299,0.225,"pentagon",1,1,5,2,54,10,29,165,36,5,0.138888888888889
129,0,3,2,"square",2,2,5,0,4,0.899159663865546,0.483333333333333,"square",0,54,60,1,50,11,0,63,114,0,0
129,0,3,3,"object",2,2,25,1,4,0.957983193277311,0.983333333333333,"duck",0,19,90,0,50,7,73,0,182,0,0
129,0,3,4,"equilateral_triangle",3,2,5,0,4,0,0,"equilateral_triangle",0,0,0,0,0,164,0,76,0,0,NA
129,0,3,5,"rhombus",4,2,25,0,4,0,0,"rhombus",0,0,0,0,0,220,0,14,0,0,NA
129,0,3,6,"isosceles_triangle",2,2,5,0,4,0.0847457627118644,0,"isosceles_triangle",0,0,0,1,9,228,0,1,0,0,NA
130,1,1,1,"square",3,2,355,1,22,1,1,"square",99,36,63,21,20,0,0,0,198,36,0.181818181818182
130,1,1,2,"isosceles_triangle",4,2,325,1,22,1,1,"isosceles_triangle",87,0,81,24,47,0,0,0,168,81,0.482142857142857
130,1,1,3,"pentagon",1,2,355,1,22,1,0.991666666666667,"pentagon",79,34,79,10,37,1,0,0,192,0,0
130,1,1,4,"object",3,2,325,1,22,1,1,"car",0,106,0,6,4,0,123,0,229,106,0.462882096069869
130,1,1,5,"equilateral_triangle",3,2,355,1,22,1,1,"equilateral_triangle",152,0,0,33,2,0,52,0,204,0,0
130,1,1,6,"rhombus",4,2,325,1,22,0.890756302521008,0.991666666666667,"rhombus",48,0,146,27,4,1,0,13,194,146,0.752577319587629
130,1,2,1,"square",4,1,325,1,22,0.823529411764706,1,"square",10,0,171,23,14,0,0,21,181,171,0.94475138121547
130,1,2,2,"isosceles_triangle",3,1,355,1,22,1,1,"isosceles_triangle",120,0,84,21,14,0,0,0,204,0,0
130,1,2,3,"pentagon",2,1,325,1,22,0.823529411764706,0.65,"pentagon",0,0,159,16,1,0,0,63,159,0,0
130,1,2,4,"object",2,1,355,1,22,1,1,"duck",0,20,61,6,33,0,119,0,200,0,0
130,1,2,5,"equilateral_triangle",4,1,325,1,22,1,0.966666666666667,"equilateral_triangle",55,0,127,31,22,4,0,0,182,127,0.697802197802198
130,1,2,6,"rhombus",3,1,355,1,22,1,1,"rhombus",22,0,170,23,25,0,0,0,192,0,0
130,1,3,1,"square",1,2,5,1,22,0.915966386554622,1,"square",1,32,130,27,3,0,36,10,199,36,0.180904522613065
130,1,3,2,"isosceles_triangle",2,2,25,1,22,1,0.716666666666667,"isosceles_triangle",24,122,0,49,10,0,1,34,147,24,0.163265306122449
130,1,3,3,"pentagon",3,2,5,1,22,0.92436974789916,1,"pentagon",6,115,56,38,15,0,0,9,177,115,0.649717514124294
130,1,3,4,"object",0,2,25,0,22,1,1,"duck",0,26,22,14,6,0,172,0,220,NA,NA
130,1,3,5,"equilateral_triangle",1,2,5,1,22,0.915966386554622,1,"equilateral_triangle",61,44,89,31,4,10,0,0,194,0,0
130,1,3,6,"rhombus",2,2,25,0,22,0.554621848739496,0.425,"rhombus",0,45,1,30,41,8,0,114,46,0,0
130,1,4,1,"square",2,1,25,1,22,1,1,"square",46,0,164,29,1,0,0,0,210,46,0.219047619047619
130,1,4,2,"isosceles_triangle",1,1,5,1,22,1,0.758620689655172,"isosceles_triangle",118,0,45,29,15,28,0,0,163,0,0
130,1,4,3,"pentagon",4,1,25,1,22,0.882352941176471,1,"pentagon",61,26,74,39,24,11,1,3,162,74,0.45679012345679
130,1,4,4,"object",4,1,5,1,22,0.974789915966387,0.991666666666667,"car",50,10,163,7,5,4,0,0,223,163,0.730941704035874
130,1,4,5,"equilateral_triangle",1,1,25,1,22,1,1,"equilateral_triangle",161,0,40,29,9,0,0,0,201,0,0
130,1,4,6,"rhombus",3,1,5,1,22,0.78448275862069,0.725,"rhombus",85,0,49,24,20,47,0,11,134,0,0
131,1,1,1,"rhombus",2,2,5,1,17,0.823529411764706,1,"rhombus",0,70,0,43,2,10,103,11,173,0,0
131,1,1,2,"equilateral_triangle",3,2,25,1,17,1,1,"equilateral_triangle",107,23,0,47,1,0,62,0,192,23,0.119791666666667
131,1,1,3,"object",4,2,5,1,17,1,0.966666666666667,"car",33,44,0,26,16,4,116,0,193,0,0
131,1,1,4,"pentagon",1,2,25,1,17,1,1,"pentagon",0,72,0,47,0,0,120,0,192,120,0.625
131,1,1,5,"square",2,2,5,0,17,0.310924369747899,1,"square",78,76,0,1,2,32,0,50,154,78,0.506493506493506
131,1,1,6,"isosceles_triangle",3,2,25,1,17,1,0.793388429752066,"isosceles_triangle",43,80,0,55,37,1,0,24,123,80,0.650406504065041
131,1,2,1,"rhombus",3,1,25,0,17,0,0,"rhombus",0,0,0,0,0,276,0,0,0,0,NA
131,1,2,2,"equilateral_triangle",2,1,5,1,17,0.983193277310924,0.9,"equilateral_triangle",0,58,0,39,2,3,126,11,184,0,0
131,1,2,3,"object",1,1,25,1,17,1,0.85,"duck",40,0,0,4,9,18,168,0,208,168,0.807692307692308
131,1,2,4,"pentagon",4,1,5,1,17,0.596638655462185,0.75,"pentagon",61,57,0,0,3,69,40,9,158,0,0
131,1,2,5,"square",3,1,25,0,17,0.53781512605042,0.366666666666667,"square",0,66,0,28,14,15,0,116,66,66,1
131,1,2,6,"isosceles_triangle",2,1,5,1,17,0.949579831932773,0.883333333333333,"isosceles_triangle",30,86,0,31,5,12,67,8,183,30,0.163934426229508
131,1,3,1,"rhombus",4,2,355,0,17,0.693877551020408,0.661157024793388,"rhombus",0,37,0,25,78,25,42,61,79,0,0
131,1,3,2,"equilateral_triangle",1,2,325,0,17,0.5,0,"equilateral_triangle",0,28,0,30,1,179,0,0,28,0,0
131,1,3,3,"object",2,2,355,1,17,0.840336134453782,0.925,"car",105,32,54,14,6,28,0,0,191,105,0.549738219895288
131,1,3,4,"pentagon",3,2,325,1,17,0.579831932773109,0.658333333333333,"pentagon",0,55,0,43,4,24,46,67,101,55,0.544554455445545
131,1,3,5,"square",4,2,355,1,17,1,0.875,"square",74,42,0,23,19,0,67,15,183,0,0
131,1,3,6,"isosceles_triangle",1,2,325,1,17,0.957983193277311,0.85,"isosceles_triangle",56,62,0,71,27,11,0,12,118,0,0
131,1,4,1,"rhombus",1,1,325,1,17,0.764705882352941,0.775,"rhombus",80,16,0,1,33,55,54,0,150,54,0.36
131,1,4,2,"equilateral_triangle",4,1,355,1,17,0.756302521008403,0.991666666666667,"equilateral_triangle",65,41,0,98,5,1,0,29,106,0,0
131,1,4,3,"object",3,1,325,1,17,1,1,"duck",97,111,0,19,13,0,0,0,208,111,0.533653846153846
131,1,4,4,"pentagon",2,1,355,0,17,0,0,"pentagon",0,0,0,0,0,239,0,0,0,0,NA
131,1,4,5,"square",1,1,325,0,17,0,0,"square",0,0,0,0,0,240,0,0,0,0,NA
131,1,4,6,"isosceles_triangle",4,1,355,1,17,0.575,0.85,"isosceles_triangle",84,0,10,0,59,69,18,0,112,10,0.0892857142857143
132,1,1,1,"rhombus",2,2,5,1,22,1,1,"rhombus",22,82,0,28,6,0,101,0,205,22,0.107317073170732
132,1,1,2,"equilateral_triangle",3,2,25,1,22,1,1,"equilateral_triangle",73,59,0,8,27,0,72,0,204,59,0.28921568627451
132,1,1,3,"object",4,2,5,1,22,1,1,"car",31,25,0,2,4,0,177,0,233,0,0
132,1,1,4,"pentagon",1,2,25,1,22,1,1,"pentagon",35,0,0,8,2,0,195,0,230,195,0.847826086956522
132,1,1,5,"square",2,2,5,1,22,1,1,"square",130,0,0,29,15,0,65,0,195,130,0.666666666666667
132,1,1,6,"isosceles_triangle",3,2,25,1,22,1,1,"isosceles_triangle",94,0,0,5,3,0,138,0,232,0,0
132,1,2,1,"rhombus",3,1,25,0,22,1,1,"rhombus",160,14,16,53,29,0,0,0,190,14,0.0736842105263158
132,1,2,2,"equilateral_triangle",2,1,5,1,22,1,1,"equilateral_triangle",132,0,0,33,1,0,73,0,205,132,0.64390243902439
132,1,2,3,"object",1,1,25,1,22,1,1,"duck",145,0,0,2,3,0,90,0,235,90,0.382978723404255
132,1,2,4,"pentagon",4,1,5,1,22,1,1,"pentagon",172,0,0,2,3,0,62,0,234,0,0
132,1,2,5,"square",3,1,25,1,22,1,1,"square",99,0,0,5,11,0,125,0,224,0,0
132,1,2,6,"isosceles_triangle",2,1,5,1,22,1,1,"isosceles_triangle",99,2,0,3,6,0,129,0,230,99,0.430434782608696
132,1,3,1,"rhombus",4,2,355,1,22,1,1,"rhombus",67,0,0,17,0,0,155,0,222,0,0
132,1,3,2,"equilateral_triangle",1,2,325,1,22,1,1,"equilateral_triangle",100,0,0,16,2,0,122,0,222,122,0.54954954954955
132,1,3,3,"object",2,2,355,1,22,0.991596638655462,1,"car",134,0,0,1,0,1,103,0,237,134,0.565400843881857
132,1,3,4,"pentagon",3,2,325,1,22,1,1,"pentagon",109,0,0,14,2,0,114,0,223,0,0
132,1,3,5,"square",4,2,355,1,22,1,0.875,"square",51,9,45,4,26,0,89,15,194,45,0.231958762886598
132,1,3,6,"isosceles_triangle",1,2,325,0,22,1,0.132231404958678,"isosceles_triangle",30,0,39,63,3,0,0,105,69,0,0
132,1,4,1,"rhombus",1,1,325,1,22,1,1,"rhombus",87,43,0,31,13,0,69,0,199,69,0.346733668341709
132,1,4,2,"equilateral_triangle",4,1,355,1,22,1,1,"equilateral_triangle",138,0,0,22,18,0,61,0,199,0,0
132,1,4,3,"object",3,1,325,1,22,1,1,"duck",57,21,0,13,16,0,132,0,210,21,0.1
132,1,4,4,"pentagon",2,1,355,1,22,1,1,"pentagon",82,56,0,5,15,0,81,0,219,82,0.374429223744292
132,1,4,5,"square",1,1,325,1,22,0.991666666666667,0.758333333333333,"square",95,0,21,22,42,1,30,29,146,30,0.205479452054795
132,1,4,6,"isosceles_triangle",4,1,355,1,22,1,1,"isosceles_triangle",102,0,0,19,2,0,116,0,218,0,0
133,1,1,1,"rhombus",3,1,25,1,16,1,1,"rhombus",116,0,53,54,17,0,0,0,169,0,0
133,1,1,2,"pentagon",2,1,5,1,16,1,1,"pentagon",144,0,45,38,12,0,0,0,189,144,0.761904761904762
133,1,1,3,"isosceles_triangle",1,1,25,1,16,1,1,"isosceles_triangle",105,0,0,40,4,0,90,0,195,90,0.461538461538462
133,1,1,4,"object",4,1,5,1,16,1,0.983333333333333,"car",36,38,127,6,9,0,21,2,222,127,0.572072072072072
133,1,1,5,"equilateral_triangle",3,1,25,0,16,1,0.487394957983193,"equilateral_triangle",71,0,0,35,1,61,70,0,141,0,0
133,1,1,6,"square",2,1,5,1,16,1,1,"square",149,0,39,33,18,0,0,0,188,149,0.792553191489362
133,1,2,1,"rhombus",4,2,355,1,16,1,1,"rhombus",158,0,39,35,8,0,0,0,197,39,0.197969543147208
133,1,2,2,"pentagon",1,2,325,1,16,1,0.95,"pentagon",111,0,21,34,9,6,58,0,190,58,0.305263157894737
133,1,2,3,"isosceles_triangle",2,2,355,1,16,0.966386554621849,0.84297520661157,"isosceles_triangle",118,0,39,46,14,8,0,15,157,118,0.751592356687898
133,1,2,4,"object",3,2,325,1,16,1,1,"duck",50,120,41,16,12,0,0,0,211,120,0.568720379146919
133,1,2,5,"equilateral_triangle",4,2,355,1,16,1,0.991735537190083,"equilateral_triangle",122,0,45,18,54,1,0,0,167,45,0.269461077844311
133,1,2,6,"square",1,2,325,1,16,0.907563025210084,0.9,"square",84,0,38,22,45,16,27,7,149,27,0.181208053691275
133,1,3,1,"rhombus",1,1,325,0,16,0.657718120805369,0,"rhombus",61,0,0,26,11,170,0,0,61,0,0
133,1,3,2,"pentagon",4,1,355,0,16,1,0.151260504201681,"pentagon",27,0,62,23,26,61,0,40,89,62,0.696629213483146
133,1,3,3,"isosceles_triangle",3,1,325,1,16,1,0.529411764705882,"isosceles_triangle",57,0,1,27,6,56,91,0,149,0,0
133,1,3,4,"object",2,1,355,1,16,1,1,"car",39,0,54,23,2,0,121,0,214,39,0.182242990654206
133,1,3,5,"equilateral_triangle",1,1,325,0,16,0.991596638655462,0.191666666666667,"equilateral_triangle",49,0,0,26,9,98,57,0,106,57,0.537735849056604
133,1,3,6,"square",4,1,355,0,16,0.19327731092437,0.768595041322314,"square",93,0,0,23,0,124,0,0,93,0,0
133,1,4,1,"rhombus",2,2,5,0,16,0.313559322033898,0,"rhombus",4,0,0,0,33,202,0,0,4,4,1
133,1,4,2,"pentagon",3,2,25,0,16,0.504201680672269,0,"pentagon",1,0,0,1,24,148,34,28,35,0,0
133,1,4,3,"isosceles_triangle",4,2,5,1,16,0.891666666666667,1,"isosceles_triangle",3,0,151,0,73,13,0,0,154,151,0.980519480519481
133,1,4,4,"object",1,2,25,1,16,0.991596638655462,1,"duck",0,0,153,0,85,1,0,0,153,0,0
133,1,4,5,"equilateral_triangle",2,2,5,0,16,1,0.875,"equilateral_triangle",0,17,0,0,207,15,0,0,17,0,0
133,1,4,6,"square",3,2,25,1,16,1,0.837606837606838,"square",105,0,0,40,38,19,34,0,139,0,0
135,1,1,1,"equilateral_triangle",3,2,25,1,13,1,1,"equilateral_triangle",26,0,52,37,13,0,111,0,189,0,0
135,1,1,2,"square",1,2,5,1,13,0.621848739495798,0.741666666666667,"square",0,118,0,26,3,0,16,76,134,16,0.119402985074627
135,1,1,3,"isosceles_triangle",2,2,25,1,13,1,0.991666666666667,"isosceles_triangle",0,28,61,23,84,0,42,1,131,0,0
135,1,1,4,"object",4,2,5,1,13,1,1,"car",0,132,8,24,15,0,61,0,201,8,0.0398009950248756
135,1,1,5,"pentagon",3,2,25,1,13,1,1,"pentagon",42,21,58,16,56,0,46,0,167,21,0.125748502994012
135,1,1,6,"rhombus",1,2,5,1,13,1,1,"rhombus",0,26,79,44,90,0,0,0,105,0,0
135,1,2,1,"equilateral_triangle",4,1,355,1,13,0.764705882352941,0.508333333333333,"equilateral_triangle",0,23,71,28,30,0,0,87,94,71,0.75531914893617
135,1,2,2,"square",2,1,325,0,13,1,0.175,"square",0,0,62,32,46,0,0,99,62,0,0
135,1,2,3,"isosceles_triangle",1,1,355,1,13,0.882352941176471,0.541666666666667,"isosceles_triangle",0,80,35,35,20,2,0,67,115,0,0
135,1,2,4,"object",3,1,325,1,13,1,1,"duck",31,169,18,20,2,0,0,0,218,169,0.775229357798165
135,1,2,5,"pentagon",4,1,355,0,13,0.697478991596639,0.316666666666667,"pentagon",0,20,31,31,39,0,0,118,51,31,0.607843137254902
135,1,2,6,"rhombus",2,1,325,0,13,0.428571428571429,0.358333333333333,"rhombus",0,26,20,31,17,9,0,136,46,0,0
135,1,3,1,"equilateral_triangle",1,2,325,0,13,0.433333333333333,0.603448275862069,"equilateral_triangle",49,0,38,24,24,105,0,26,87,0,0
135,1,3,2,"square",3,2,355,1,13,1,0.675,"square",0,1,49,46,52,4,52,35,102,1,0.00980392156862745
135,1,3,3,"isosceles_triangle",4,2,325,0,13,0.495798319327731,0.6,"isosceles_triangle",25,0,53,28,25,0,0,108,78,53,0.67948717948718
135,1,3,4,"object",2,2,355,1,13,1,0.785123966942149,"car",0,146,0,16,3,9,49,17,195,0,0
135,1,3,5,"pentagon",1,2,325,0,13,0.260504201680672,0.283333333333333,"pentagon",0,27,0,30,8,0,0,174,27,0,0
135,1,3,6,"rhombus",3,2,355,1,13,0.512605042016807,0.641666666666667,"rhombus",22,0,46,30,40,7,0,94,68,0,0
135,1,4,1,"equilateral_triangle",2,1,5,0,13,0.680272108843537,0.6,"equilateral_triangle",0,56,18,2,59,2,37,93,111,0,0
135,1,4,2,"square",4,1,25,0,13,0.579831932773109,0.297520661157025,"square",44,3,0,33,25,0,0,135,47,0,0
135,1,4,3,"isosceles_triangle",3,1,5,1,13,0.504201680672269,0.558333333333333,"isosceles_triangle",0,3,83,20,21,28,0,84,86,3,0.0348837209302326
135,1,4,4,"object",1,1,25,0,13,1,0.275,"duck",0,103,0,11,7,10,31,77,134,31,0.23134328358209
135,1,4,5,"pentagon",2,1,5,0,13,0.798319327731092,0.466666666666667,"pentagon",0,68,0,26,32,10,25,78,93,0,0
135,1,4,6,"rhombus",4,1,25,0,13,0.672268907563025,0.420168067226891,"rhombus",0,3,105,19,3,53,0,55,108,105,0.972222222222222
136,1,1,1,"equilateral_triangle",2,1,5,1,15,0.915966386554622,0.975206611570248,"equilateral_triangle",29,35,19,78,17,13,49,0,132,29,0.21969696969697
136,1,1,2,"pentagon",4,1,25,1,15,0.932773109243697,0.875,"pentagon",44,45,75,2,8,8,42,15,206,75,0.364077669902913
136,1,1,3,"object",3,1,5,1,15,0.865546218487395,1,"car",83,37,26,0,8,16,69,0,215,37,0.172093023255814
136,1,1,4,"rhombus",1,1,25,1,15,0.92436974789916,0.925,"rhombus",67,28,41,14,11,18,60,0,196,60,0.306122448979592
136,1,1,5,"isosceles_triangle",2,1,5,1,15,0.873949579831933,0.916666666666667,"isosceles_triangle",55,31,52,9,9,25,58,0,196,55,0.280612244897959
136,1,1,6,"square",4,1,25,1,15,0.882352941176471,0.933333333333333,"square",43,35,90,4,8,22,37,0,205,90,0.439024390243902
136,1,2,1,"equilateral_triangle",3,2,25,0,15,0.927631578947368,0.683333333333333,"equilateral_triangle",80,60,13,1,9,49,60,0,213,60,0.28169014084507
136,1,2,2,"pentagon",1,2,5,1,15,0.831932773109244,0.941666666666667,"pentagon",45,51,18,1,8,27,89,0,203,89,0.438423645320197
136,1,2,3,"object",2,2,25,1,15,0.915966386554622,0.633333333333333,"car",51,38,57,8,5,27,26,27,172,51,0.296511627906977
136,1,2,4,"rhombus",4,2,5,1,15,0.773109243697479,0.825,"rhombus",47,76,27,6,6,33,29,15,179,27,0.150837988826816
136,1,2,5,"isosceles_triangle",3,2,25,1,15,0.882352941176471,0.677685950413223,"isosceles_triangle",69,42,34,0,13,18,29,35,174,42,0.241379310344828
136,1,2,6,"square",1,2,5,1,15,0.73109243697479,0.725,"square",64,1,3,6,46,43,54,22,122,54,0.442622950819672
136,1,3,1,"equilateral_triangle",4,1,355,0,15,0,0,"equilateral_triangle",0,0,0,0,0,239,0,0,0,0,NA
136,1,3,2,"pentagon",2,1,325,0,15,0,0,"pentagon",0,0,0,0,0,239,0,0,0,0,NA
136,1,3,3,"object",1,1,355,0,15,0,0,"car",0,0,0,0,0,242,0,0,0,0,NA
136,1,3,4,"rhombus",3,1,325,0,15,0.643478260869565,0,"rhombus",20,4,12,7,4,152,27,9,63,4,0.0634920634920635
136,1,3,5,"isosceles_triangle",4,1,355,1,15,0.840336134453782,0.85,"isosceles_triangle",25,59,25,39,11,37,43,0,152,25,0.164473684210526
136,1,3,6,"square",2,1,325,1,15,0.882352941176471,1,"square",50,13,129,11,7,14,16,0,208,50,0.240384615384615
136,1,4,1,"equilateral_triangle",1,2,325,0,15,0.536423841059603,0.866666666666667,"equilateral_triangle",48,24,41,16,14,60,42,26,155,42,0.270967741935484
136,1,4,2,"pentagon",3,2,355,1,15,0.932773109243697,0.8,"pentagon",26,11,41,0,35,32,94,0,172,11,0.063953488372093
136,1,4,3,"object",4,2,325,1,15,0.915966386554622,0.891666666666667,"car",47,56,68,6,8,23,31,0,202,68,0.336633663366337
136,1,4,4,"rhombus",2,2,355,0,15,0.848739495798319,0.394957983193277,"rhombus",31,2,30,17,46,79,22,11,85,31,0.364705882352941
136,1,4,5,"isosceles_triangle",1,2,325,0,15,0.890756302521008,0.175,"isosceles_triangle",0,35,12,49,19,91,12,21,59,12,0.203389830508475
136,1,4,6,"square",3,2,355,0,15,0.00847457627118644,0,"square",0,0,1,0,0,228,0,5,1,0,0
